y0,decision_loss,err,c
-5.6045379638671875,0.001500000013038516,0.006135677914203484,0.05000000074505806
-5.3752241134643555,0.021000001579523087,0.011789297562325711,0.05000000074505806
-5.145910739898682,0.035999998450279236,0.024703166457832878,0.05000000074505806
-4.91659688949585,0.05549999698996544,0.042071186532994555,0.05000000074505806
-4.687283039093018,0.0702499970793724,0.058984946388695655,0.05000000074505806
-4.457969665527344,0.11924999952316284,0.10388508932586418,0.05000000074505806
-4.228655815124512,0.18125000596046448,0.1624670713958237,0.05000000074505806
-3.9993419647216797,0.22474999725818634,0.2010258115803881,0.05000000074505806
-3.7700281143188477,0.26475000381469727,0.23363858702761234,0.05000000074505806
-3.5407145023345947,0.27650001645088196,0.23611924590016764,0.05000000074505806
-3.3114006519317627,0.29725000262260437,0.24562212719044116,0.05000000074505806
-3.0820870399475098,0.3682500123977661,0.2992192375144067,0.05000000074505806
-2.8527731895446777,0.47749999165534973,0.39042828849832306,0.05000000074505806
-2.623459577560425,0.5890000462532043,0.4969990655855005,0.05000000074505806
-2.394145965576172,0.7860000133514404,0.6592585158743505,0.05000000074505806
-2.16483211517334,0.9352500438690186,0.7805042230225991,0.05000000074505806
-1.935518503189087,1.1354999542236328,0.9727993590632448,0.05000000074505806
-1.7062047719955444,1.2962499856948853,1.1185316413495736,0.05000000074505806
-1.476891040802002,1.2437500953674316,1.254393075804872,0.05000000074505806
-1.247577428817749,1.0607500076293945,1.3547600813824303,0.05000000074505806
-1.018263578414917,0.8869999647140503,1.5404812657581142,0.05000000074505806
-0.7889499664306641,0.6050000190734863,1.4207591434795024,0.05000000074505806
-0.5596362352371216,0.4272499978542328,1.1824238637140452,0.05000000074505806
-0.3303225040435791,0.3140000104904175,0.9309141803637522,0.05000000074505806
-0.10100877285003662,0.22824999690055847,0.6810564264326586,0.05000000074505806
0.12830494344234467,0.19599999487400055,0.4065267003710693,0.05000000074505806
0.35761865973472595,0.17249999940395355,0.17321391684530774,0.05000000074505806
0.586932361125946,0.15700000524520874,0.13509718125717776,0.05000000074505806
0.8162460923194885,0.12449999898672104,0.10367684853511891,0.05000000074505806
1.0455597639083862,0.10599999874830246,0.08481007009088339,0.05000000074505806
1.2748734951019287,0.08449999988079071,0.06506337960145228,0.05000000074505806
1.5041872262954712,0.0702499970793724,0.058713922723734414,0.05000000074505806
1.733500361442566,0.06199999898672104,0.05380395545410359,0.05000000074505806
1.9628140926361084,0.052000001072883606,0.04947855885205388,0.05000000074505806
2.1921277046203613,0.04100000113248825,0.04052166335924405,0.05000000074505806
2.4214415550231934,0.03400000184774399,0.03454621627683686,0.05000000074505806
2.6507551670074463,0.02800000086426735,0.02842643948140471,0.05000000074505806
2.880068778991699,0.02500000037252903,0.025274609499014125,0.05000000074505806
3.1093826293945312,0.020999999716877937,0.022750518408358164,0.05000000074505806
3.3386964797973633,0.016499999910593033,0.018083824855345546,0.05000000074505806
