dataset,rmse,loss,ece,threshold_calibration_error,point_calibration_error,point_calibration_error_uniform_mass,true_vs_pred_loss,decision_loss,test_nll,train_frac,seed
energy,0,gaussian_nll,0.09197385282659437,0,0.10928927625120559,0.09660132405697762,0.07463832848290876,0.1660731524444818,0,1.0,0
